days,hour,season,holiday,weather,temp,atemp,humidity,windspeed,real
181,3,3,0,1,26.24,31.06,53,0,23
7,2,1,0,2,7.38,12.12,55,0,26
276,5,4,0,1,16.4,20.455,82,8.9981,32
221,1,3,0,1,28.7,32.575,65,7.0015,57
12,0,1,0,2,16.4,20.455,71,19.0012,57
335,5,4,0,2,10.66,15.15,93,0,15
106,0,2,0,2,18.04,21.97,77,19.0012,50
105,21,2,0,2,18.04,21.97,94,0,75
16,20,1,1,3,6.56,7.575,80,12.998,98
133,2,2,0,1,24.6,30.305,60,19.9995,15
213,5,3,0,1,27.06,31.06,74,8.9981,28
71,5,1,0,2,18.86,22.725,82,12.998,30
18,23,1,0,1,12.3,13.635,52,31.0009,82
12,14,1,0,1,9.02,9.85,41,26.0027,96
259,5,3,0,1,18.86,22.725,72,11.0014,11
99,3,2,0,2,15.58,19.695,87,8.9981,26
287,2,4,0,2,23.78,27.275,64,23.9994,19
341,4,4,0,2,9.84,9.85,60,31.0009,7
196,0,3,0,3,29.52,34.85,79,7.0015,63
281,6,4,0,1,18.04,21.97,88,0,48
134,2,2,0,2,21.32,25,100,8.9981,63
321,4,4,0,1,9.02,11.365,44,11.0014,11
273,0,4,0,1,18.86,22.725,72,7.0015,61
185,5,3,0,1,27.06,31.06,69,0,28
186,3,3,0,2,30.34,34.85,70,12.998,21
243,3,3,0,1,28.7,32.575,70,7.0015,48
319,1,4,0,2,12.3,15.91,65,6.0032,34
11,10,1,0,1,7.38,9.09,55,15.0013,67
6,12,1,0,2,8.2,9.85,37,16.9979,84
108,1,2,0,3,17.22,21.21,77,7.0015,28
1,10,1,1,1,10.66,12.12,35,19.0012,146
48,2,1,0,1,12.3,14.395,61,16.9979,55
138,5,2,0,1,18.86,22.725,67,0,19
181,4,3,0,1,25.42,31.06,57,0,15
95,3,2,0,1,13.94,15.15,53,22.0028,17
15,2,1,1,1,5.74,10.605,46,0,36
7,0,1,0,2,7.38,9.85,51,11.0014,40
125,4,2,0,3,21.32,25,83,11.0014,25
229,4,3,0,1,26.24,30.305,73,15.0013,19
14,11,1,0,1,8.2,9.85,55,15.0013,100
37,5,1,0,1,13.12,16.665,49,6.0032,19
182,1,3,0,2,31.16,35.605,58,12.998,34
11,14,1,0,1,8.2,9.09,47,22.0028,98
2,22,1,0,1,5.74,7.575,69,8.9981,75
260,5,3,0,1,18.04,21.97,77,15.0013,13
183,0,3,0,1,29.52,33.335,54,0,71
17,14,1,0,2,9.02,11.365,80,11.0014,84
105,0,2,1,1,26.24,31.06,53,22.0028,67
31,15,1,0,2,9.84,14.395,75,0,107
291,5,4,0,2,22.14,25.76,88,0,44
73,5,1,0,1,18.86,22.725,67,0,32
2,10,1,0,1,7.38,8.335,43,16.9979,73
100,3,2,0,1,12.3,14.395,49,15.0013,11
68,2,1,0,1,10.66,12.12,41,16.9979,51
1,0,1,1,1,16.4,20.455,40,31.0009,63
100,1,2,0,1,13.94,15.91,39,19.0012,26
14,23,1,0,1,6.56,9.85,43,6.0032,84
12,12,1,0,1,8.2,8.335,44,27.9993,76
191,14,3,0,1,35.26,41.665,53,19.0012,190
16,23,1,1,3,6.56,6.82,86,19.0012,71
313,5,4,0,2,14.76,17.425,100,8.9981,28
73,23,1,0,2,13.12,15.91,87,11.0014,76
318,0,4,0,1,22.96,26.515,64,23.9994,40
34,1,1,0,1,10.66,13.635,70,7.0015,55
0,0,1,0,1,14.76,18.94,66,0,65
188,3,3,0,1,32.8,38.635,59,7.0015,48
7,1,1,0,2,7.38,10.605,55,6.0032,28
224,4,3,0,2,26.24,30.305,73,8.9981,21
339,2,4,0,1,9.84,10.605,52,19.0012,19
195,5,3,0,1,24.6,29.545,73,8.9981,30
13,1,1,0,1,6.56,7.575,47,12.998,61
32,12,1,0,2,9.84,11.365,93,15.0013,90
16,16,1,1,2,8.2,10.605,47,11.0014,144
10,14,1,0,2,8.2,11.365,59,6.0032,117
35,5,1,0,3,8.2,11.365,100,6.0032,15
281,0,4,0,2,15.58,19.695,82,15.0013,48
319,3,4,0,2,12.3,15.15,65,8.9981,15
220,4,3,0,2,27.88,31.82,89,8.9981,21
275,5,4,0,2,25.42,27.275,94,7.0015,42
322,1,4,0,2,14.76,17.425,66,15.0013,32
261,1,3,0,2,22.14,25.76,68,16.9979,28
38,11,1,0,1,9.02,9.09,47,31.0009,78
291,6,4,0,3,21.32,25,83,16.9979,57
6,14,1,0,2,8.2,9.85,40,16.9979,103
6,15,1,0,2,8.2,10.605,37,11.0014,125
126,1,2,0,1,17.22,21.21,82,7.0015,73
340,18,4,0,3,16.4,20.455,94,19.9995,107
10,5,1,0,2,6.56,9.09,55,8.9981,9
251,5,3,0,2,25.42,27.275,94,8.9981,23
305,5,4,0,1,12.3,16.665,81,0,32
16,22,1,1,3,5.74,6.06,93,16.9979,78
229,1,3,0,2,27.06,31.06,65,11.0014,40
280,6,4,1,1,13.94,17.425,76,7.0015,94
186,1,3,0,1,31.98,36.365,55,15.0013,46
92,21,2,0,2,17.22,21.21,44,15.0013,101
157,0,2,0,1,21.32,25,77,8.9981,76
67,5,1,0,2,9.84,12.12,81,8.9981,13
101,9,2,0,3,18.86,22.725,94,32.9975,84
120,1,2,0,2,20.5,24.24,63,8.9981,36
35,5,1,0,3,10.66,12.88,81,12.998,9
105,2,2,0,2,14.76,17.425,87,8.9981,36
216,3,3,0,1,29.52,34.85,74,16.9979,53
92,0,2,0,1,12.3,14.395,65,12.998,53
191,0,3,0,2,27.06,30.305,83,8.9981,63
217,6,3,0,1,26.24,28.79,89,7.0015,55
254,5,3,0,1,22.96,26.515,83,0,32
157,5,2,0,1,19.68,23.485,82,6.0032,40
77,7,1,0,1,16.4,20.455,50,22.0028,40
6,23,1,0,2,7.38,9.85,51,11.0014,71
91,1,2,0,1,10.66,13.635,65,8.9981,46
14,12,1,0,1,9.84,11.365,48,15.0013,113
17,10,1,0,1,12.3,13.635,42,31.0009,119
31,0,1,0,1,18.04,21.97,38,19.0012,48
164,1,2,0,1,24.6,31.06,49,16.9979,28
2,13,1,0,1,9.84,10.605,35,19.0012,115
49,21,1,0,3,10.66,12.88,65,11.0014,92
320,4,4,0,2,16.4,20.455,62,27.9993,11
311,2,4,0,2,12.3,14.395,49,15.0013,17
187,2,3,0,1,31.16,37.12,72,11.0014,73
39,23,1,0,3,6.56,7.575,80,12.998,92
189,5,3,0,2,25.42,28.03,88,11.0014,23
123,9,2,0,3,13.94,15.15,93,23.9994,69
67,0,1,0,2,23.78,27.275,49,31.0009,69
3,13,1,0,1,9.84,11.365,56,12.998,150
274,4,4,0,2,13.94,15.91,87,16.9979,15
137,5,2,0,1,18.86,22.725,77,7.0015,40
277,1,4,0,1,22.14,25.76,68,7.0015,61
248,1,3,0,2,28.7,33.335,84,0,36
161,1,2,0,1,28.7,33.335,79,6.0032,92
125,1,2,0,1,16.4,20.455,62,11.0014,46
60,23,1,0,2,14.76,18.94,87,0,82
13,20,1,0,1,7.38,12.12,59,0,123
348,3,4,0,2,9.84,14.395,81,0,32
342,5,4,0,2,16.4,20.455,87,7.0015,15
164,3,2,0,1,23.78,27.275,53,22.0028,13
258,4,3,0,1,16.4,20.455,71,19.0012,11
46,4,1,0,3,12.3,15.91,70,6.0032,11
321,4,4,0,2,12.3,14.395,81,12.998,19
131,0,2,0,2,18.86,22.725,88,15.0013,61
7,5,1,0,2,6.56,8.335,74,11.0014,9
75,2,1,0,2,18.04,21.97,88,0,55
164,1,2,0,1,24.6,31.06,56,15.0013,36
214,3,3,0,2,31.16,34.85,55,6.0032,17
97,0,2,0,2,14.76,17.425,76,15.0013,42
13,10,1,0,1,7.38,9.09,55,12.998,73
16,2,1,0,3,11.48,13.635,75,16.9979,23
60,11,1,0,1,13.94,15.15,53,22.0028,101
317,2,4,0,1,18.86,22.725,63,23.9994,28
245,6,3,1,1,27.06,29.545,94,0,53
106,3,2,0,1,16.4,20.455,66,8.9981,34
108,5,2,0,1,16.4,20.455,82,0,36
13,15,1,0,1,9.84,12.12,38,11.0014,123
164,0,2,0,1,24.6,31.06,49,12.998,48
8,14,1,0,3,9.02,11.365,75,11.0014,105
229,3,3,0,1,27.06,31.06,69,19.0012,19
49,5,1,0,2,10.66,11.365,48,19.9995,5
188,2,3,0,2,28.7,33.335,74,11.0014,36
48,1,1,0,1,13.12,15.91,49,11.0014,57
249,12,3,0,3,22.96,26.515,94,0,53
152,1,2,0,1,29.52,32.575,38,7.0015,32
154,0,2,0,1,23.78,27.275,53,0,67
60,13,1,0,1,20.5,24.24,25,0,180
106,2,2,0,1,16.4,20.455,62,12.998,40
14,1,1,0,2,6.56,9.85,59,6.0032,32
230,5,3,0,2,24.6,29.545,73,8.9981,19
168,5,2,0,3,21.32,25,83,8.9981,30
198,14,3,0,1,38.54,43.94,38,22.0028,225
14,7,1,0,1,5.74,10.605,63,0,36
153,3,2,0,1,22.14,25.76,49,15.0013,15
163,4,2,0,1,22.96,26.515,64,19.9995,13
192,1,3,0,2,27.06,31.06,61,0,38
278,0,4,0,1,20.5,24.24,72,12.998,57
308,3,4,0,2,12.3,14.395,56,15.0013,13
14,5,1,0,2,6.56,6.82,47,22.0028,7
224,5,3,0,1,26.24,30.305,73,7.0015,25
194,0,3,0,1,27.06,31.06,69,19.9995,63
39,12,1,0,2,7.38,9.09,40,15.0013,86
191,15,3,0,1,35.26,42.425,56,27.9993,201
169,4,2,0,2,24.6,28.79,78,8.9981,21
68,1,1,0,1,12.3,14.395,36,16.9979,63
0,7,1,0,1,10.66,12.88,93,11.0014,34
152,4,2,0,1,22.14,25.76,68,19.0012,21
194,1,3,0,1,27.06,31.06,61,16.9979,42
105,2,2,1,1,24.6,30.305,64,16.9979,38
167,3,2,0,1,22.14,25.76,64,7.0015,38
3,22,1,0,1,9.02,12.88,64,6.0032,90
152,5,2,0,1,20.5,24.24,72,12.998,19
312,2,4,0,1,13.12,15.15,53,16.9979,23
120,3,2,0,2,20.5,24.24,77,0,15
17,15,1,0,2,9.02,11.365,87,11.0014,92
252,2,3,0,1,22.14,25.76,60,23.9994,30
15,22,1,0,2,8.2,10.605,49,8.9981,76
276,0,4,0,3,26.24,28.79,89,0,94
315,1,4,0,1,9.84,12.12,60,8.9981,65
123,0,2,0,3,21.32,25,77,11.0014,46
34,2,1,0,1,9.84,12.88,70,6.0032,53
62,5,1,0,2,6.56,9.09,74,8.9981,11
153,1,2,0,1,24.6,31.06,38,23.9994,38
261,4,3,0,2,21.32,25,68,23.9994,19
193,3,3,0,1,30.34,34.09,58,12.998,17
313,13,4,0,3,14.76,16.665,81,23.9994,150
1,23,1,0,1,9.02,11.365,47,11.0014,63
12,10,1,0,2,6.56,6.82,50,23.9994,65
249,5,3,0,1,25.42,28.03,88,0,48
126,5,2,0,1,18.86,22.725,59,8.9981,13
8,11,1,0,1,6.56,6.06,40,35.0008,76
92,0,2,0,1,16.4,20.455,43,8.9981,50
286,2,4,0,1,16.4,20.455,76,6.0032,76
105,22,2,0,3,17.22,21.21,100,0,84
349,3,4,0,2,13.94,16.665,87,12.998,48
105,13,2,0,3,18.86,22.725,94,35.0008,115
348,4,4,0,2,13.12,15.15,70,15.0013,13
6,5,1,0,3,9.02,13.635,55,0,9
122,5,2,0,2,18.86,22.725,88,16.9979,26
48,23,1,0,2,14.76,16.665,40,26.0027,128
66,5,1,0,1,17.22,21.21,77,15.0013,34
43,23,1,0,1,16.4,20.455,35,23.9994,86
334,4,4,0,1,10.66,12.12,56,19.0012,7
182,2,3,0,2,30.34,33.335,51,16.9979,28
320,2,4,0,1,10.66,12.88,65,12.998,59
73,22,1,0,2,13.12,15.91,87,11.0014,78
108,2,2,0,2,17.22,21.21,77,0,21
130,1,2,0,2,20.5,24.24,59,7.0015,36
97,23,2,0,2,12.3,14.395,93,15.0013,92
11,12,1,0,1,8.2,7.575,47,39.0007,78
151,11,2,0,2,33.62,40.15,59,15.0013,144
315,7,4,0,1,9.02,11.365,75,12.998,53
192,15,3,0,1,36.9,42.425,42,23.9994,203
346,1,4,0,2,11.48,12.88,52,19.0012,36
18,15,1,0,1,16.4,20.455,54,19.0012,136
158,5,2,0,1,20.5,24.24,72,7.0015,34
12,6,1,0,1,4.92,7.575,54,8.9981,50
214,2,3,0,2,31.98,35.605,49,11.0014,26
229,4,3,0,1,25.42,29.545,73,15.0013,23
287,3,4,0,1,18.04,21.97,62,12.998,32
249,11,3,0,3,24.6,25.76,94,0,46
250,3,3,0,2,27.06,29.545,89,15.0013,55
318,1,4,0,1,22.96,26.515,60,19.9995,25
215,2,3,0,1,29.52,35.605,84,8.9981,98
334,0,4,0,1,10.66,15.15,81,0,123
258,1,3,0,1,17.22,21.21,67,12.998,40
93,5,2,0,1,16.4,20.455,62,16.9979,11
16,15,1,1,2,8.2,10.605,47,11.0014,155
320,6,4,0,1,9.84,11.365,70,15.0013,46
215,6,3,0,1,28.7,33.335,84,15.0013,76
258,5,3,0,1,20.5,24.24,72,0,21
191,23,3,0,1,28.7,33.335,79,8.9981,115
122,3,2,0,2,18.86,22.725,88,0,19
155,4,2,0,2,25.42,30.305,65,11.0014,21
214,1,3,0,2,31.98,35.605,52,11.0014,32
46,11,1,0,1,13.94,15.15,34,19.9995,96
337,0,4,0,1,12.3,15.91,70,7.0015,98
166,5,2,0,1,22.14,25.76,68,7.0015,28
256,5,3,0,1,23.78,27.275,88,7.0015,38
159,0,2,0,2,30.34,35.605,79,8.9981,67
8,13,1,0,2,10.66,13.635,56,7.0015,134
260,15,3,0,3,24.6,27.275,88,16.9979,96
318,2,4,0,1,22.96,26.515,64,16.9979,28
106,6,2,0,1,14.76,15.91,66,30.0026,32
127,5,2,0,2,21.32,25,72,19.0012,26
128,21,2,0,3,20.5,24.24,82,11.0014,92
319,11,4,0,3,18.86,22.725,94,6.0032,94
40,21,1,0,1,5.74,10.605,39,0,126
252,1,3,0,1,22.14,25.76,60,12.998,34
249,14,3,0,3,24.6,25.76,93,0,86
288,23,4,0,1,22.96,26.515,52,27.9993,117
277,5,4,0,1,18.04,21.97,82,8.9981,38
5,5,1,0,2,8.2,10.605,80,8.9981,17
16,17,1,1,1,8.2,9.85,51,12.998,134
62,6,1,0,2,12.3,13.635,52,19.9995,28
9,12,1,0,2,8.2,9.09,40,19.0012,76
120,2,2,0,1,17.22,21.21,77,7.0015,61
74,5,1,0,2,16.4,20.455,87,15.0013,38
35,11,1,0,3,9.02,11.365,100,8.9981,78
257,4,3,0,2,24.6,29.545,69,23.9994,15
166,3,2,0,1,22.96,26.515,60,6.0032,38
68,6,1,0,3,14.76,16.665,0,22.0028,38
97,2,2,0,3,13.94,16.665,76,11.0014,25
98,0,2,0,1,19.68,23.485,39,19.0012,53
17,22,1,0,2,9.02,12.88,93,6.0032,90
107,1,2,0,1,21.32,25,34,12.998,30
190,0,3,0,1,28.7,32.575,70,6.0032,86
349,5,4,0,2,13.94,18.18,87,0,15
228,4,3,0,1,26.24,12.12,73,11.0014,17
47,5,1,0,2,11.48,13.635,93,11.0014,21
10,15,1,0,2,6.56,9.85,80,6.0032,101
103,3,2,0,1,14.76,18.18,66,6.0032,42
15,9,1,0,1,9.02,10.605,51,16.9979,59
72,6,1,0,1,10.66,13.635,65,8.9981,51
94,2,2,0,1,18.86,22.725,33,30.0026,30
15,5,1,0,2,10.66,12.88,56,11.0014,5
278,4,4,0,1,18.04,21.97,62,19.0012,13
245,3,3,1,1,27.06,29.545,89,8.9981,50
68,6,1,0,1,9.02,10.605,44,19.0012,36
199,0,3,0,1,30.34,34.85,66,6.0032,84
344,23,4,0,1,8.2,12.88,69,0,92
168,6,2,0,1,25.42,28.79,83,7.0015,55
252,3,3,0,1,21.32,25,68,19.0012,23
1,14,1,0,3,14.76,17.425,76,12.998,115
156,5,2,0,1,19.68,23.485,77,0,44
153,2,2,0,1,22.96,26.515,43,15.0013,25
41,23,1,0,1,7.38,12.12,69,0,107
15,7,1,1,1,4.1,6.82,54,7.0015,67
321,0,4,0,1,10.66,12.88,48,11.0014,44
278,1,4,0,1,19.68,23.485,63,12.998,36
310,3,4,0,2,11.48,12.88,52,22.0028,19
92,1,2,0,1,12.3,15.91,61,7.0015,48
4,16,1,0,1,12.3,15.91,28,6.0032,144
46,13,1,0,3,13.94,15.91,71,16.9979,119
67,11,1,0,2,13.12,14.395,76,26.0027,90
133,22,2,0,3,22.14,25.76,94,11.0014,86
134,6,2,0,3,22.96,26.515,94,15.0013,51
285,5,4,0,1,12.3,14.395,61,12.998,15
63,7,1,0,2,12.3,13.635,100,19.9995,42
152,3,2,0,1,22.96,26.515,73,16.9979,36
343,4,4,0,2,10.66,13.635,65,7.0015,9
197,5,3,0,1,27.88,31.82,74,6.0032,46
166,0,2,0,1,24.6,31.06,56,7.0015,65
34,23,1,0,2,9.84,12.12,70,8.9981,86
133,3,2,0,2,20.5,24.24,88,8.9981,46
1,13,1,0,2,14.76,17.425,66,8.9981,130
65,6,1,0,1,8.2,9.09,75,26.0027,57
10,13,1,0,3,13.12,17.425,76,0,121
261,3,3,0,2,21.32,25,63,16.9979,15
100,0,2,0,1,13.94,15.15,36,27.9993,46
322,2,4,0,1,9.84,12.12,56,11.0014,55
0,8,1,0,1,10.66,13.635,87,7.0015,42
99,0,2,0,2,18.04,21.97,47,19.0012,42
161,5,2,0,1,26.24,29.545,78,8.9981,44
222,2,3,0,1,27.06,31.06,54,8.9981,25
164,4,2,0,1,22.14,25.76,60,16.9979,11
108,0,2,0,3,17.22,21.21,77,0,44
222,3,3,0,1,26.24,31.06,57,8.9981,21
227,0,3,0,1,27.06,31.06,69,0,94
61,5,1,0,1,5.74,6.06,33,19.9995,11
18,12,1,0,2,12.3,15.91,81,6.0032,98
318,0,4,0,2,10.66,15.15,65,0,50
283,2,4,0,1,17.22,21.21,50,8.9981,23
286,6,4,0,1,16.4,20.455,82,11.0014,50
102,1,2,0,1,14.76,17.425,46,12.998,44
75,11,1,0,1,18.04,21.97,54,19.0012,115
49,23,1,0,2,9.02,11.365,93,11.0014,92
132,5,2,0,2,20.5,24.24,88,12.998,32
244,5,3,0,2,24.6,28.03,83,8.9981,26
218,23,3,0,1,28.7,33.335,79,7.0015,115
284,5,4,0,1,14.76,18.18,81,6.0032,40
307,6,4,0,1,11.48,14.395,61,8.9981,40
338,1,4,0,1,21.32,25,55,22.0028,26
7,11,1,0,2,8.2,9.09,69,26.0027,90
349,4,4,0,2,20.5,24.24,59,12.998,13
259,0,3,0,1,22.14,25.76,68,11.0014,63
90,4,2,0,2,13.94,17.425,81,6.0032,21
284,5,4,0,2,22.14,25.76,88,22.0028,28
160,5,2,0,1,27.06,30.305,78,11.0014,36
99,5,2,0,1,13.94,16.665,71,8.9981,28
249,23,3,0,3,25.42,27.275,94,12.998,84
66,15,1,0,2,14.76,18.94,18,0,167
229,5,3,0,1,24.6,28.79,78,16.9979,17
105,6,2,0,3,16.4,20.455,82,22.0028,36
151,22,2,0,3,24.6,27.275,88,8.9981,82
321,2,4,0,1,9.84,11.365,44,15.0013,21
288,6,4,0,1,15.58,19.695,66,11.0014,36
189,1,3,0,2,26.24,28.79,89,7.0015,69
309,7,4,0,1,10.66,13.635,87,7.0015,55
221,3,3,0,1,28.7,32.575,58,11.0014,17
14,20,1,0,2,13.12,15.15,39,16.9979,96
221,1,3,0,1,29.52,33.335,54,12.998,34
225,1,3,0,3,26.24,28.79,89,15.0013,88
49,3,1,0,2,12.3,14.395,36,15.0013,25
151,4,2,0,2,25.42,29.545,73,6.0032,17
342,6,4,0,3,16.4,20.455,94,7.0015,34
105,9,2,0,3,16.4,20.455,100,19.9995,59
92,5,2,0,1,11.48,13.635,65,15.0013,9
228,5,3,0,1,26.24,30.305,73,0,36
317,0,4,0,1,10.66,12.12,56,19.0012,38
344,22,4,0,1,9.02,13.635,55,0,98
308,0,4,0,2,12.3,14.395,56,12.998,38
93,5,2,0,1,17.22,21.21,67,6.0032,32
4,10,1,0,1,9.02,9.85,37,22.0028,84
319,10,4,0,3,18.86,22.725,94,0,69
252,2,3,0,2,24.6,25,97,7.0015,76
158,12,2,0,1,36.08,40.91,42,8.9981,176
341,13,4,0,1,12.3,13.635,49,23.9994,175
261,0,3,0,2,22.96,26.515,68,19.0012,44
91,6,2,0,1,10.66,13.635,70,7.0015,38
35,0,1,0,2,9.84,12.12,70,11.0014,53
247,3,3,1,2,27.88,31.82,74,19.9995,38
194,2,3,0,1,26.24,31.06,57,19.9995,25
94,3,2,0,1,17.22,21.21,41,19.9995,15
5,23,1,0,2,8.2,9.85,59,12.998,78
129,5,2,0,1,18.86,22.725,72,19.9995,28
92,5,2,0,1,13.12,16.665,66,6.0032,30
41,15,1,0,1,13.12,15.91,21,11.0014,128
132,0,2,0,2,21.32,25,83,11.0014,69
198,0,3,0,1,31.16,36.365,66,11.0014,73
107,2,2,0,2,20.5,24.24,42,12.998,23
244,2,3,0,1,27.06,29.545,89,0,98
97,5,2,0,2,13.12,15.91,87,12.998,15
153,4,2,0,1,21.32,25,48,22.0028,13
8,7,1,0,1,3.28,4.545,53,12.998,30
31,12,1,0,2,8.2,12.88,86,0,82
322,5,4,0,1,9.84,11.365,56,16.9979,5
1,12,1,0,2,14.76,16.665,66,19.9995,117
196,2,3,0,1,24.6,29.545,73,8.9981,71
36,7,1,0,1,9.84,12.12,65,11.0014,34
336,7,4,0,1,9.02,12.88,75,6.0032,51
16,10,1,0,3,12.3,14.395,87,16.9979,92
223,3,3,0,1,25.42,29.545,73,6.0032,59
41,6,1,0,3,9.02,11.365,93,8.9981,34
10,22,1,0,3,13.94,16.665,87,12.998,105
317,5,4,0,1,9.02,11.365,69,12.998,42
261,0,3,0,2,21.32,25,72,11.0014,55
167,5,2,0,1,22.14,25.76,68,8.9981,23
33,23,1,0,1,8.2,11.365,47,7.0015,92
348,0,4,0,1,12.3,16.665,70,0,107
152,3,2,0,1,27.06,31.06,44,7.0015,17
191,13,3,0,1,35.26,40.91,50,16.9979,196
153,6,2,0,1,18.86,22.725,82,7.0015,50
246,1,3,0,1,27.06,30.305,83,8.9981,90
9,13,1,0,2,8.2,9.09,40,19.0012,107
320,5,4,0,3,13.94,15.15,71,22.0028,26
196,5,3,0,1,27.06,30.305,78,7.0015,57
31,5,1,0,3,5.74,10.605,93,0,9
252,4,3,0,1,21.32,25,68,19.0012,13
64,11,1,0,2,17.22,21.21,100,15.0013,96
346,0,4,0,2,11.48,13.635,52,15.0013,46
343,5,4,0,2,15.58,19.695,94,7.0015,32
130,4,2,0,1,17.22,21.21,50,12.998,17
47,12,1,0,1,19.68,23.485,41,15.0013,126
44,5,1,0,2,10.66,13.635,65,7.0015,26
337,7,4,0,1,10.66,15.15,87,0,53
248,4,3,0,2,28.7,33.335,84,6.0032,19
71,8,1,0,1,16.4,20.455,50,19.9995,61
16,5,1,0,3,13.12,15.15,66,22.0028,17
35,14,1,0,3,9.02,13.635,100,0,111
6,20,1,0,1,7.38,10.605,47,7.0015,105
225,0,3,0,1,28.7,33.335,74,15.0013,78
339,1,4,0,1,10.66,12.12,48,19.0012,28
46,6,1,0,1,8.2,9.85,55,15.0013,55
41,2,1,0,3,10.66,12.88,81,12.998,38
8,23,1,0,1,4.92,6.82,50,12.998,61
59,21,1,0,1,10.66,15.15,56,0,117
94,23,2,0,1,12.3,14.395,49,19.0012,80
259,2,3,0,1,18.86,22.725,82,6.0032,90
224,3,3,0,1,27.06,31.06,65,8.9981,38
191,12,3,0,1,34.44,40.15,53,19.0012,175
221,6,3,0,3,26.24,28.79,89,19.9995,71
223,1,3,0,1,26.24,31.06,53,8.9981,38
72,11,1,0,1,14.76,16.665,40,16.9979,101
0,14,1,0,2,18.86,22.725,72,19.0012,161
341,2,4,0,2,14.76,17.425,93,8.9981,80
36,22,1,0,1,10.66,15.15,60,0,117
159,3,2,0,1,25.42,31.06,57,0,51
16,12,1,0,2,13.12,15.15,87,19.0012,111
44,23,1,0,2,14.76,18.18,50,6.0032,111
34,12,1,0,2,9.84,12.12,48,11.0014,109
99,1,2,0,2,15.58,19.695,87,8.9981,51
0,2,1,0,1,13.12,17.425,76,0,86
151,14,2,0,1,36.9,40.91,37,16.9979,201
2,10,1,0,1,6.56,6.06,47,31.0009,86
46,15,1,0,3,13.94,18.18,76,0,109
338,23,4,0,1,12.3,13.635,49,26.0027,126
49,23,1,0,1,11.48,12.12,33,30.0026,84
59,14,1,0,1,13.12,16.665,36,8.9981,134
288,5,4,0,1,17.22,21.21,54,11.0014,11
131,3,2,0,1,19.68,23.485,59,0,44
9,14,1,0,1,17.22,21.21,38,19.9995,159
164,2,2,0,1,24.6,31.06,49,19.0012,23
212,14,3,0,1,37.72,40.91,29,12.998,180
165,1,2,0,1,23.78,27.275,78,12.998,67
8,9,1,0,1,4.92,3.79,46,35.0008,44
129,0,2,0,3,20.5,24.24,77,11.0014,51
66,10,1,0,2,12.3,14.395,33,12.998,100
125,6,2,0,3,21.32,25,83,15.0013,44
288,4,4,0,1,17.22,21.21,54,12.998,19
318,4,4,0,2,11.48,14.395,65,8.9981,11
14,1,1,0,2,6.56,6.82,47,19.9995,51
49,5,1,0,1,16.4,20.455,15,22.0028,9
274,10,4,0,3,23.78,27.275,88,8.9981,78
221,2,3,0,1,29.52,33.335,54,11.0014,25
181,6,3,0,1,28.7,33.335,79,6.0032,55
8,5,1,0,2,8.2,11.365,64,6.0032,25
46,12,1,0,1,15.58,19.695,32,22.0028,111
193,3,3,0,2,27.88,31.82,61,0,23
64,12,1,0,2,18.86,22.725,94,22.0028,107
10,19,1,0,3,6.56,11.365,93,0,107
31,22,1,0,2,9.02,12.88,87,6.0032,92
102,4,2,0,2,13.94,16.665,53,8.9981,11
95,1,2,0,1,14.76,17.425,62,8.9981,51
252,0,3,0,1,25.42,27.275,94,0,132
159,13,2,0,1,36.9,40.91,37,6.0032,194
351,22,4,0,1,9.02,11.365,75,12.998,103
246,2,3,0,1,27.06,30.305,83,12.998,73
61,2,1,0,3,14.76,18.18,93,6.0032,51
95,4,2,0,1,13.94,15.91,49,16.9979,11
248,11,3,0,3,22.14,25.76,83,26.0027,121
289,2,4,0,1,22.96,26.515,54,26.0027,19
2,20,1,0,1,8.2,11.365,47,7.0015,105
247,4,3,1,2,27.88,31.82,69,19.0012,26
98,2,2,0,1,18.86,22.725,31,12.998,19
342,3,4,0,2,16.4,20.455,87,7.0015,57
69,7,1,0,1,9.02,11.365,69,8.9981,44
162,5,2,0,3,24.6,27.275,88,8.9981,36
33,22,1,0,1,7.38,10.605,51,6.0032,96
169,2,2,0,1,27.88,31.82,74,6.0032,84
32,11,1,0,2,9.84,11.365,93,12.998,84
47,11,1,0,2,18.04,21.97,44,16.9979,119
151,15,2,0,1,36.9,41.665,39,19.9995,207
151,19,2,0,3,25.42,28.03,88,23.9994,103
183,3,3,0,3,27.88,31.82,65,6.0032,44
217,1,3,0,1,27.06,30.305,78,11.0014,82
43,6,1,0,2,8.2,10.605,69,8.9981,30
39,10,1,0,1,5.74,9.09,36,0,88
155,5,2,0,3,19.68,23.485,82,11.0014,42
132,3,2,0,2,22.14,25.76,64,8.9981,38
8,16,1,0,3,9.02,12.88,87,6.0032,105
94,12,2,0,2,13.94,15.15,71,26.0027,65
108,3,2,0,2,17.22,21.21,77,0,15
346,4,4,0,2,10.66,12.88,56,12.998,15
319,15,4,0,3,19.68,23.485,94,7.0015,125
3,6,1,0,1,4.92,7.575,74,7.0015,59
45,21,1,0,1,9.84,14.395,52,0,121
134,4,2,0,2,21.32,25,100,0,25
7,4,1,0,3,7.38,9.85,55,11.0014,7
188,5,3,0,1,31.98,37.12,62,0,15
250,23,3,0,3,25.42,25.76,100,6.0032,86
315,0,4,0,1,9.84,12.12,60,8.9981,78
91,5,2,0,2,9.84,12.12,75,11.0014,9
